"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"17933",NA,3.1667,NA,906,227,1662,219,37.35,-121.94
"17934",244000,2.3713,18,NA,561,1096,545,37.35,-121.94
"17935",NA,3.6118,48,1246,294,697,284,37.35,-121.95
"17936",237900,NA,42,1421,330,659,303,37.35,-121.95
"17937",236100,4.2656,NA,2382,523,1096,492,37.35,-121.95
"17938",286500,3.1429,42,2174,420,1304,464,37.34,-121.94
"17939",229300,3.4233,29,3377,853,1674,792,37.34,-121.94
"17940",250000,3.7321,41,2151,473,1092,469,37.34,-121.94
"17941",257600,3.6818,36,1893,359,797,360,37.33,-121.94
"17942",251100,4.75,37,1822,329,845,348,37.33,-121.94
"17943",246100,5.0175,36,3142,632,1372,560,37.34,-121.94
"17944",256100,NA,25,5236,1320,2529,1213,37.34,-121.95
"17945",275900,2.3547,31,1866,465,821,447,37.33,-121.95
"17946",294700,4.7604,36,1683,286,740,324,37.33,-121.95
"17947",288300,4.2136,26,3269,788,1427,696,37.33,-121.96
"17948",NA,4.0667,35,2294,411,1054,449,37.33,-121.96
"17949",255400,4.4453,42,NA,402,942,375,37.34,-121.96
"17950",254100,5.791,36,NA,153,373,160,37.34,-121.96
"17951",288300,5.3873,18,NA,939,1901,NA,37.34,-121.96
"17952",252600,3.4375,NA,1461,299,739,276,37.34,-121.96
"17953",247800,3.7813,37,663,127,293,132,37.34,-121.96
"17954",330500,6.3716,30,2645,462,1506,NA,37.33,-121.98
"17955",302400,6.1388,30,3742,633,1721,NA,37.33,-121.98
"17956",315600,5.273,27,3353,653,1571,621,37.34,-121.99
"17957",302100,5.1506,21,8275,1566,NA,1524,37.33,-121.97
"17958",287600,5.121,25,NA,612,1529,602,37.33,-121.98
"17959",294300,NA,35,1907,326,912,313,37.33,-121.98
"17960",313900,4.8365,35,1802,291,841,315,37.33,-121.99
"17961",285800,3.9417,33,2023,NA,1016,405,37.33,-121.99
"17962",335900,6.4095,28,3840,629,1883,662,37.31,-121.98
"17963",342000,NA,28,4863,901,2110,868,37.3,-121.99
"17964",355200,5.357,28,5096,1011,2588,954,37.3,-122
"17965",279800,4.2531,17,9789,2552,4748,NA,37.32,-121.98
"17966",217700,4.7083,20,NA,864,2042,808,37.32,-121.99
"17967",288900,5.606,32,2248,460,1191,419,37.31,-121.98
"17968",288300,5.8127,34,2034,359,1016,375,37.31,-121.98
"17969",339600,5.7833,26,3285,502,1443,530,37.31,-121.99
"17970",237500,3.699,19,4620,1404,2672,1308,37.32,-121.97
"17971",227700,3.73,11,1711,493,1094,543,37.32,-121.96
"17972",263200,4.6304,39,NA,199,619,231,37.32,-121.95
"17973",281900,3.1103,20,1145,198,431,173,37.32,-121.95
"17974",264600,3.6292,27,4140,969,2135,NA,37.31,-121.95
"17975",365500,7.0469,26,4310,678,1819,NA,37.31,-121.96
"17976",290900,NA,31,NA,711,1898,717,37.31,-121.96
"17977",NA,3.6401,21,7628,2166,3637,1749,37.31,-121.97
"17978",314900,3.9187,25,5775,1225,3580,1138,37.31,-121.97
"17979",NA,3.0079,25,5463,1351,NA,1310,37.3,-121.97
"17980",270500,NA,33,NA,168,351,147,37.32,-121.95
"17981",307000,3.7632,30,NA,1010,1914,972,37.31,-121.94
"17982",329500,3.5652,27,NA,570,1278,565,37.31,-121.95
"17983",332500,6.623,30,1758,248,814,256,37.3,-121.94
"17984",293000,3.7188,21,4193,1068,2487,1011,37.3,-121.95
"17985",262500,3.2727,25,1455,370,734,NA,37.3,-121.94
"17986",267500,3.3958,25,5641,1517,3786,1410,37.3,-121.95
"17987",227300,4.3081,20,4228,1006,2334,1007,37.3,-121.96
"17988",212500,3.75,22,2593,637,1249,623,37.29,-121.94
"17989",214100,4.0962,20,710,188,363,176,37.29,-121.94
"17990",181300,NA,17,1330,271,408,258,37.27,-121.95
"17991",262500,4.0208,52,777,148,362,144,37.28,-121.95
"17992",234300,4.6371,9,NA,381,715,349,37.29,-121.95
"17993",260000,3.4505,30,3734,813,1834,824,37.29,-121.95
"17994",242900,3.1509,19,7027,NA,NA,NA,37.28,-121.95
"17995",283200,4.6312,30,3404,693,NA,633,37.3,-121.98
"17996",283000,7.5443,33,NA,349,907,336,37.29,-121.98
"17997",264900,3.2287,31,2750,664,1459,660,37.29,-121.98
"17998",280400,5.4386,NA,1940,327,877,314,37.28,-121.96
"17999",NA,6.6437,25,4707,695,1995,642,37.28,-121.97
"18000",277300,5.0385,27,2427,403,1301,438,37.28,-121.97
"18001",269100,3.3922,26,1182,309,620,306,37.28,-121.98
"18002",272600,5.7251,NA,3688,633,1877,620,37.28,-121.98
"18003",275000,NA,27,3526,589,1725,NA,37.28,-121.98
"18004",273500,5.4051,27,2937,497,1454,511,37.27,-121.99
"18005",344100,6.4631,32,2930,481,1336,481,37.29,-121.99
"18006",303400,4.0403,23,NA,843,2181,843,37.3,-121.96
"18007",275000,4.8542,31,3340,735,1891,686,37.3,-121.97
"18008",283000,5,24,1240,263,690,276,37.29,-121.96
"18009",NA,5.3294,25,4096,743,2027,741,37.29,-121.97
"18010",265300,3.337,29,2721,682,1602,646,37.29,-121.97
"18011",278000,5.9658,17,1527,267,775,260,37.27,-121.99
"18012",NA,5.2528,25,3075,564,1633,543,37.27,-121.98
"18013",NA,5.3561,29,2658,484,1318,498,37.27,-121.98
"18014",NA,4.0174,28,5018,1066,2846,998,37.28,-121.96
"18015",269100,5.2533,NA,6114,1211,2983,1163,37.27,-121.96
"18016",286800,5.5151,31,3347,589,1566,597,37.27,-121.96
"18017",255100,4.6827,19,2174,454,NA,426,37.26,-121.97
"18018",333300,1.8542,22,1408,351,636,294,37.26,-121.96
"18019",332000,NA,30,3298,634,1532,602,37.25,-121.95
"18020",NA,6.0235,37,3109,541,1566,544,37.24,-121.95
"18021",405400,6.0957,32,1382,239,705,251,37.24,-121.95
"18022",430900,5.4683,26,3032,605,1208,562,37.24,-121.96
"18023",NA,6.1648,35,1018,169,484,174,37.25,-121.96
"18024",268200,5.5127,34,2906,544,1282,522,37.25,-121.95
"18025",252600,4.69,NA,1089,182,535,170,37.25,-121.93
"18026",234200,4.5333,21,NA,289,639,273,37.25,-121.93
"18027",243200,4.7917,34,2231,360,1035,365,37.25,-121.92
"18028",260100,6.0358,32,1555,287,779,284,37.25,-121.93
"18029",NA,4.675,35,1484,244,664,238,37.24,-121.94
"18030",274600,4.7118,24,NA,1001,2449,968,37.24,-121.91
"18031",272000,4.7279,30,2327,419,1114,372,37.24,-121.91
"18032",279400,6.3663,26,6777,NA,3319,1061,37.24,-121.92
"18033",290500,5.5944,19,1741,294,632,279,37.24,-121.94
"18034",363800,7.3522,26,2561,388,1165,NA,37.24,-121.94
"18035",335900,6.0738,26,2574,414,1096,428,37.24,-121.93
"18036",281200,5.3911,27,1265,216,660,232,37.24,-121.92
"18037",271800,6.0712,22,2614,453,1240,462,37.23,-121.91
"18038",405000,7.3843,27,4866,668,1956,659,37.23,-121.91
"18039",500001,9.3834,21,4872,594,1811,NA,37.22,-121.93
"18040",476400,7.8407,36,4423,632,1719,608,37.23,-121.96
"18041",445900,4.6065,NA,2781,523,1291,516,37.23,-121.97
"18042",500001,5.2321,46,10088,1910,3728,1781,37.22,-121.98
"18043",500001,8.492,35,4709,NA,1866,694,37.22,-121.96
"18044",500001,10.0187,20,2345,322,890,276,37.21,-121.95
"18045",436100,4.4063,35,2553,533,1117,498,37.24,-121.97
"18046",396300,3.1176,33,3585,935,1511,835,37.23,-121.98
"18047",500001,9.0704,36,3191,430,1234,440,37.23,-122
"18048",339300,NA,NA,1858,359,790,347,37.25,-121.96
"18049",367800,6.131,32,2892,496,1193,492,37.25,-121.97
"18050",340700,4.6654,27,NA,461,1178,447,37.26,-121.98
"18051",347800,7.598,21,1214,192,500,185,37.27,-121.99
"18052",442500,NA,17,4034,611,1158,560,37.26,-121.99
"18053",500001,15,19,NA,93,267,99,37.25,-121.98
"18054",500001,10.7582,25,1743,212,604,200,37.25,-121.99
"18055",496400,7.9135,21,2775,389,856,350,37.25,-121.97
"18056",500001,11.2463,NA,4240,532,1480,514,37.25,-121.99
"18057",500001,8.5425,35,3574,485,1325,476,37.24,-121.98
"18058",415800,5.7876,33,1664,271,NA,272,37.27,-122
"18059",500001,8.8178,NA,3340,451,1220,447,37.27,-122.01
"18060",500001,10.2666,24,2411,299,847,299,37.26,-122.02
"18061",500001,8.0331,34,1764,243,692,223,37.26,-122.02
"18062",500001,10.2311,31,NA,193,551,191,37.25,-122.01
"18063",500001,7.9234,29,2718,365,982,339,37.26,-121.99
"18064",500001,7.6107,14,2561,404,1172,378,37.26,-122.01
"18065",500001,7.8711,34,2892,413,NA,NA,37.25,-122.03
"18066",500001,11.1557,NA,1521,209,539,192,37.24,-122.04
"18067",500001,10.6834,28,2796,365,1085,363,37.24,-122.02
"18068",500001,10.3653,22,3118,438,1147,425,37.29,-122.03
"18069",500001,8.7939,18,2550,312,999,320,37.29,-122.02
"18070",500001,10.3979,25,3845,492,1461,475,37.29,-122.02
"18071",500001,7.5,NA,3136,431,1190,412,37.29,-122.01
"18072",500001,9.1569,22,2038,260,773,281,37.28,-122.01
"18073",346100,5.7295,35,3133,541,NA,555,37.28,-122
"18074",500001,8.3605,33,2170,311,NA,303,37.28,-122
"18075",335900,5.4103,32,2782,NA,1092,455,37.28,-122
"18076",500001,7.8279,32,4350,645,1551,NA,37.27,-122.03
"18077",500001,9.8937,29,3752,468,1320,471,37.28,-122.03
"18078",500001,NA,25,3437,428,1198,411,37.28,-122.02
"18079",500001,10.675,28,3825,NA,1415,480,37.27,-122.01
"18080",NA,10.5793,16,1612,221,567,208,37.27,-122.06
"18081",500001,12.2145,19,3625,432,1252,409,37.29,-122.04
"18082",500001,10.7958,25,4460,553,1608,561,37.27,-122.03
"18083",500001,7.8627,24,4973,709,1692,NA,37.26,-122.04
"18084",498800,8.248,29,1945,269,826,275,37.33,-122.06
"18085",380800,6.2182,30,3033,540,1440,507,37.32,-122.06
"18086",455500,8.0727,25,NA,696,2003,NA,37.31,-122.05
"18087",500001,9.2298,NA,4111,538,NA,568,37.31,-122.05
"18088",NA,10.7326,11,NA,706,1947,641,37.3,-122.06
"18089",420000,8.0158,13,2173,349,891,345,37.33,-122.07
"18090",500001,7.0102,23,4507,751,2167,722,37.33,-122.06
"18091",500001,7.2986,24,NA,698,1818,685,37.31,-122.07
"18092",485300,7.0813,30,2268,404,1197,372,37.3,-122.08
"18093",368900,7.8528,17,2560,NA,959,400,37.31,-122.08
"18094",396200,4.8836,20,NA,1048,2271,1021,37.34,-122.04
"18095",288300,5.0081,13,2057,466,790,436,37.34,-122.06
"18096",416300,NA,21,NA,346,933,351,37.33,-122.05
"18097",NA,7.7643,26,2690,401,1264,429,37.33,-122.04
"18098",436400,6.3131,NA,3674,NA,1364,694,37.33,-122.05
"18099",351200,4.5721,22,4011,963,2206,879,37.33,-122.04
"18100",431400,5.7528,27,NA,451,1259,439,37.32,-122.04
"18101",393800,6.2045,29,NA,434,1217,416,37.31,-122.04
"18102",355100,NA,24,3388,633,1627,585,37.31,-122.04
"18103",417000,6.075,NA,1714,NA,778,262,37.3,-122.04
"18104",345900,6.9238,25,2366,417,1076,398,37.3,-122.04
"18105",409100,5.3508,25,2131,410,1132,395,37.31,-122.03
"18106",NA,6.6818,25,3807,600,1678,600,37.3,-122.04
"18107",380600,8.0837,25,4044,NA,1699,533,37.3,-122.01
"18108",332000,6.3702,23,6846,1078,2951,1063,37.31,-122.01
"18109",372700,7.8383,28,3811,585,1795,581,37.31,-122
"18110",400700,7.218,29,3429,524,1518,520,37.3,-122
"18111",275700,3.375,19,2885,859,1520,784,37.31,-122.03
"18112",326300,NA,30,3007,554,1551,NA,37.3,-122.03
"18113",335300,5.4842,22,3583,758,1792,695,37.3,-122.03
"18114",341400,6.083,34,2629,433,1301,431,37.31,-122.02
"18115",NA,5.9714,35,2355,384,1248,378,37.31,-122.02
"18116",354600,6.7123,26,1983,301,924,297,37.3,-122.02
"18117",341900,6.359,32,2134,328,903,322,37.3,-122.02
"18118",348300,6.3923,27,4336,NA,NA,NA,37.32,-122.02
"18119",340100,6.3197,33,2563,434,NA,418,37.31,-122.02
"18120",404800,5.6511,15,5132,1059,2156,982,37.32,-122.03
"18121",244500,4.7402,34,3450,731,1915,689,37.32,-122
"18122",332700,6.6766,26,1391,241,700,236,37.31,-122.01
"18123",284000,4.6613,32,3108,613,1577,603,37.32,-122.01
"18124",242200,4.7235,33,4211,NA,2389,NA,37.31,-122
"18125",373600,7.3693,25,3823,584,1689,571,37.33,-122.02
"18126",412300,NA,23,4221,671,1782,641,37.33,-122.03
"18127",231200,5.1602,16,NA,410,674,410,37.34,-122.03
"18128",360600,6.448,NA,1036,151,467,156,37.34,-122.02
"18129",338700,5.6932,30,4033,794,1788,807,37.33,-122
"18130",365700,8.1078,26,2785,418,1221,422,37.35,-122.02
"18131",354400,4.1473,22,3219,756,NA,667,37.35,-122.02
"18132",350000,6.2475,26,1992,328,980,342,37.34,-122.02
"18133",344700,5.7881,28,2488,396,1190,410,37.34,-122.02
"18134",451800,6.0577,NA,5404,906,2338,883,37.34,-122.03
"18135",352100,5.5388,25,3095,514,NA,507,37.35,-122.03
"18136",289500,5.0785,33,2517,496,1158,443,37.35,-122.01
"18137",333000,5.1674,20,4304,NA,2059,835,37.35,-122
"18138",343100,5.9158,27,1716,290,817,301,37.34,-122
"18139",351500,5.2108,31,3344,620,NA,572,37.34,-122
"18140",344200,6.3052,31,3080,526,1493,582,37.34,-122.01
"18141",388100,7.3753,34,2494,375,1399,NA,37.35,-122.05
"18142",423900,7.7865,34,2515,401,1079,399,37.34,-122.05
"18143",NA,6.6087,31,1443,215,627,222,37.34,-122.05
"18144",451400,6.7578,20,3435,593,1293,NA,37.34,-122.06
"18145",NA,7.4729,28,3250,485,1328,473,37.35,-122.04
"18146",432600,7.5372,28,NA,460,1260,461,37.34,-122.04
"18147",292900,7.2779,16,1156,198,455,216,37.35,-122.03
"18148",370100,5.678,28,1582,264,696,270,37.35,-122.04
"18149",447300,NA,25,1994,287,704,283,37.34,-122.04
"18150",342400,4.0129,17,1165,278,598,287,37.34,-122.03
"18151",225000,3.16,23,2590,725,1795,680,37.34,-122.04
"18152",271500,3.6991,19,3694,1036,2496,986,37.34,-122.04
"18153",291400,5.6533,35,1365,256,NA,262,37.37,-122.05
"18154",316900,4.1369,34,2400,419,1017,384,37.36,-122.05
"18155",409700,3.9848,27,2621,513,NA,523,37.36,-122.05
"18156",381800,8.0599,NA,1795,281,872,282,37.35,-122.06
"18157",327500,6.0777,35,2693,493,1343,455,37.36,-122.06
"18158",NA,4.9087,32,2510,NA,1160,581,37.37,-122.06
"18159",430100,NA,23,NA,911,2351,NA,37.37,-122.04
"18160",NA,6.4913,28,2490,345,NA,361,37.36,-122.03
"18161",NA,6.837,20,NA,313,767,310,37.35,-122.04
"18162",NA,7.5337,29,1733,255,679,278,37.36,-122.05
"18163",403000,6.8753,26,NA,460,1241,472,37.36,-122.04
"18164",NA,NA,NA,3885,661,1537,606,37.37,-122.05
"18165",367400,4.4699,16,2697,NA,1369,723,37.36,-122.03
"18166",362200,5.8779,17,2975,608,1465,577,37.35,-122.02
"18167",228400,5.3679,18,1221,255,507,271,37.35,-122.02
"18168",NA,3.5154,NA,3811,1227,1930,1153,37.35,-122.03
"18169",500001,3.5861,16,NA,1193,1479,1043,37.37,-122.03
"18170",243800,3.9038,21,2471,677,1486,689,37.36,-122.02
"18171",378000,NA,NA,2074,387,NA,NA,37.36,-122.02
"18172",253600,4.2061,16,1105,354,499,324,37.36,-122.01
"18173",335200,4.9671,24,1709,437,892,408,37.36,-122.02
"18174",349000,6.6329,NA,2796,429,1267,426,37.36,-122.01
"18175",346300,7.1273,NA,2483,396,1194,424,37.36,-122.01
"18176",323600,4.5,16,3716,916,NA,759,37.35,-122.01
"18177",368300,6.7718,19,2237,433,1158,426,37.36,-122
"18178",NA,8.6155,17,2070,278,797,275,37.36,-122
"18179",337000,3.4238,25,3534,949,1880,849,37.36,-122
"18180",239400,3.8464,NA,6012,1737,3539,1625,37.36,-122
"18181",256000,3.0047,9,2966,770,NA,740,37.37,-122.03
"18182",284800,4.6957,41,2123,425,1032,435,37.37,-122.03
"18183",325000,3.8125,30,1269,290,556,266,37.37,-122.03
"18184",252800,3.6765,42,1125,273,616,NA,37.37,-122.04
"18185",311600,5.0453,33,2757,489,1201,481,37.37,-122.04
"18186",273600,4.2028,38,2850,550,1518,514,37.38,-122.04
"18187",252400,3.8732,21,2667,798,NA,NA,37.38,-122.03
"18188",224600,4.0911,43,NA,317,836,333,37.38,-122.02
"18189",230400,4.505,32,726,204,538,203,37.38,-122.01
"18190",327700,4.2782,8,5686,1489,3250,1329,37.37,-122.02
"18191",167300,4.1847,11,2559,NA,1309,668,37.37,-122.01
"18192",360900,7.2165,25,2213,360,1066,390,37.37,-122.01
"18193",178100,3.7045,16,1434,372,804,361,37.37,-122
"18194",232700,4.4107,22,3280,933,1842,NA,37.39,-122.03
"18195",254400,3.2574,NA,1889,487,1321,508,37.38,-122.02
"18196",222200,3.5586,26,2500,962,NA,879,37.39,-122.01
"18197",252600,5.6447,36,1976,361,1348,371,37.39,-122.01
"18198",239400,5.791,NA,1236,NA,880,247,37.39,-122
"18199",NA,4.0223,34,2600,650,1994,650,37.39,-122.03
"18200",261000,4.35,35,2348,531,NA,498,37.4,-122.02
"18201",249500,4.0068,NA,NA,NA,1769,807,37.39,-122.01
"18202",239700,NA,35,2297,497,1428,497,37.39,-122.02
"18203",280100,4.7685,5,8745,2211,3959,2019,37.39,-122.04
"18204",450000,3.5649,23,3200,907,NA,866,37.38,-122.05
"18205",364200,4.072,24,2424,501,1367,507,37.38,-122.05
"18206",336500,5.4351,29,NA,340,816,350,37.38,-122.05
"18207",270800,4.2719,20,4293,1272,2389,1210,37.38,-122.06
"18208",324200,3.4028,27,2687,NA,1362,725,37.37,-122.05
"18209",350000,4.4531,25,347,82,148,77,37.39,-122.05
"18210",267400,4.3351,21,12855,3226,7273,3052,37.4,-122.06
"18211",375000,3.75,26,18,4,8,NA,37.39,-122.06
"18212",NA,3.6875,22,1236,290,413,274,37.39,-122.06
"18213",500001,4.2188,20,3401,768,1497,747,37.38,-122.06
"18214",470000,5.6999,21,1798,399,837,410,37.38,-122.06
"18215",500001,6.1299,18,3058,661,1377,675,37.37,-122.06
"18216",262500,4.8625,20,2976,766,1227,634,37.38,-122.06
"18217",289300,4.712,19,1465,342,646,345,37.39,-122.07
"18218",284600,5.9291,23,806,158,373,156,37.4,-122.08
"18219",262500,3.7359,16,NA,813,1440,729,37.4,-122.07
"18220",322300,5.7657,26,1184,225,815,218,37.41,-122.07
"18221",192200,4.359,15,2940,910,943,711,37.4,-122.07
"18222",277000,4.1544,19,3565,858,1639,744,37.4,-122.08
"18223",308700,5.806,25,NA,NA,999,319,37.4,-122.08
"18224",288900,NA,20,1896,NA,1069,436,37.41,-122.08
"18225",264700,NA,36,1575,379,1036,382,37.4,-122.09
"18226",343300,5.4721,33,NA,1274,3025,1211,37.41,-122.1
"18227",284100,2.8203,8,1480,414,NA,445,37.41,-122.09
"18228",266700,4.2463,14,753,NA,421,153,37.41,-122.09
"18229",274000,3.575,18,1476,473,NA,415,37.41,-122.09
"18230",197200,3.5179,22,1489,436,662,470,37.4,-122.09
"18231",290600,3.4375,17,748,184,412,180,37.4,-122.09
"18232",229800,3.8003,23,4874,1251,2699,1163,37.42,-122.09
"18233",351900,3.4198,27,5110,1599,2764,1482,37.41,-122.11
"18234",182700,3.2875,26,3218,1021,2087,964,37.4,-122.09
"18235",165600,3.4868,27,3410,1156,2314,1086,37.4,-122.1
"18236",NA,4.3077,23,1755,508,1374,506,37.4,-122.1
"18237",276000,3.9091,19,NA,NA,1009,305,37.4,-122.1
"18238",266400,4.1875,16,NA,489,1173,472,37.4,-122.11
"18239",175000,4.6591,15,255,63,138,74,37.4,-122.11
"18240",181300,3.1736,23,514,210,367,206,37.4,-122.1
"18241",316700,NA,52,766,203,448,196,37.4,-122.08
"18242",NA,3.7318,43,2065,NA,1029,500,37.39,-122.09
"18243",NA,3.725,30,1722,490,1057,517,37.39,-122.09
"18244",275000,3.6742,24,3983,1126,2645,NA,37.4,-122.09
"18245",307100,2.8438,44,1498,430,848,400,37.39,-122.08
"18246",334300,NA,46,1115,248,543,248,37.39,-122.08
"18247",340000,4.8036,4,2292,605,1050,584,37.39,-122.08
"18248",352500,3.5045,30,1695,480,932,447,37.39,-122.07
"18249",330300,5.0131,NA,1169,239,589,249,37.39,-122.07
"18250",NA,NA,NA,1272,306,NA,284,37.38,-122.07
"18251",342400,4.5833,39,2210,483,1023,450,37.39,-122.08
"18252",353100,3.5909,31,1117,304,591,302,37.39,-122.1
"18253",354500,5.0871,36,1860,NA,794,366,37.39,-122.1
"18254",365600,2.7279,34,NA,483,774,443,37.39,-122.09
"18255",359000,NA,36,NA,NA,475,205,37.39,-122.09
"18256",414700,6.2884,34,NA,342,849,357,37.38,-122.09
"18257",407200,6.1995,36,2587,416,1055,410,37.38,-122.09
"18258",353600,3.4042,NA,2771,659,1496,581,37.38,-122.08
"18259",NA,5.0086,36,857,156,448,168,37.38,-122.08
"18260",373400,5.0796,36,1199,198,485,199,37.38,-122.08
"18261",383900,6.828,36,782,130,348,128,37.38,-122.08
"18262",465000,NA,NA,1229,192,707,194,37.37,-122.08
"18263",500001,6.8374,27,1269,186,464,NA,37.37,-122.09
"18264",442100,5.2971,34,2165,355,776,339,37.37,-122.09
"18265",342900,3.3917,NA,830,228,368,174,37.38,-122.08
"18266",NA,4.8021,22,NA,727,1657,762,37.37,-122.07
"18267",473500,7.9813,NA,NA,407,1097,407,37.37,-122.07
"18268",500001,7.5,21,3244,426,NA,NA,37.36,-122.07
"18269",500001,6.8268,34,1747,250,662,257,37.36,-122.06
"18270",500001,10.0346,28,4612,608,1686,567,37.36,-122.07
"18271",500001,NA,31,2717,NA,1001,381,37.36,-122.08
"18272",500001,5.0222,37,1550,238,805,NA,37.36,-122.09
"18273",500001,7.5274,37,2269,325,930,321,37.36,-122.09
"18274",500001,8.2266,28,2181,284,728,238,37.36,-122.08
"18275",500001,8.758,30,2040,294,787,278,37.35,-122.06
"18276",500001,5.4659,33,1208,198,495,216,37.34,-122.07
"18277",500001,7.3561,35,NA,184,512,NA,37.34,-122.07
"18278",500001,9.8144,35,NA,205,619,206,37.35,-122.07
"18279",500001,8.5888,35,1579,210,570,NA,37.35,-122.07
"18280",500001,7.7068,NA,1347,207,548,189,37.35,-122.08
"18281",500001,10.1007,30,1851,NA,631,236,37.34,-122.07
"18282",500001,10.5142,23,2597,335,922,338,37.34,-122.08
"18283",500001,12.367,28,1643,216,594,205,37.34,-122.08
"18284",500001,10.3591,33,2398,NA,832,314,37.35,-122.08
"18285",500001,7.5655,37,4167,NA,1577,597,37.38,-122.1
"18286",500001,8.3924,37,2511,354,945,348,37.37,-122.1
"18287",500001,8.1064,40,2224,NA,929,345,37.37,-122.1
"18288",500001,10.3329,22,1477,195,520,187,37.37,-122.11
"18289",NA,7.8177,36,3598,500,1296,533,37.38,-122.11
"18290",500001,5.0804,22,3638,719,1329,650,37.38,-122.11
"18291",NA,7.2045,49,1068,190,410,171,37.37,-122.11
"18292",500001,8.9021,18,NA,231,555,222,37.37,-122.12
"18293",500001,4.9519,31,2836,490,1138,NA,37.4,-122.11
"18294",500001,6.3967,36,1660,261,655,249,37.39,-122.11
"18295",500001,7.6229,35,2471,349,881,NA,37.39,-122.1
"18296",500001,7.0245,31,2356,405,921,358,37.4,-122.12
"18297",500001,NA,34,3561,497,1336,501,37.39,-122.12
"18298",500001,8.4709,34,1443,218,504,200,37.38,-122.12
"18299",500001,10.3894,32,3514,473,1583,480,37.4,-122.12
"18300",461200,5.1335,29,6027,1195,2687,1171,37.4,-122.13
"18301",NA,5.4063,36,4787,900,2039,890,37.41,-122.13
"18302",437100,6.4588,35,2419,426,949,NA,37.41,-122.14
"18303",265000,4.15,46,206,44,134,51,37.42,-122.14
"18304",NA,3.5364,36,3982,1045,2251,995,37.42,-122.13
"18305",360900,5.3727,33,2892,617,NA,581,37.41,-122.12
"18306",451300,7.3023,NA,3584,535,1405,538,37.43,-122.11
"18307",463700,7.313,35,3905,565,1562,NA,37.43,-122.11
"18308",NA,6.4949,32,3058,595,1267,540,37.42,-122.11
"18309",NA,7.1382,35,2712,428,1084,425,37.41,-122.11
"18310",432900,6.0884,33,1641,284,659,282,37.41,-122.11
"18311",NA,5.2803,35,2445,533,1187,519,37.42,-122.12
"18312",NA,5.1524,36,2607,551,1165,523,37.42,-122.12
"18313",438400,NA,40,3454,648,1498,647,37.43,-122.13
"18314",431900,4.7375,32,4398,878,1799,792,37.43,-122.13
"18315",425500,6.46,NA,3212,553,1455,NA,37.43,-122.12
"18316",406300,NA,33,2974,623,1435,NA,37.44,-122.12
"18317",NA,6.3111,42,2390,462,1146,468,37.44,-122.13
"18318",373400,4.875,33,1509,NA,748,268,37.44,-122.12
"18319",NA,5.6413,35,2016,349,1023,376,37.44,-122.11
"18320",398100,5.316,33,3262,668,1411,626,37.43,-122.12
"18321",500001,6.7257,37,2295,332,933,NA,37.45,-122.13
"18322",NA,7.9029,37,1287,197,510,206,37.45,-122.13
"18323",500001,6.6354,41,3233,540,1251,506,37.45,-122.13
"18324",NA,9.1508,43,3004,440,NA,427,37.44,-122.13
"18325",446600,5.9277,38,2835,447,1148,446,37.44,-122.13
"18326",500001,NA,39,906,109,353,112,37.46,-122.15
"18327",492000,7.5418,52,1135,219,NA,200,37.45,-122.16
"18328",500001,10.9508,52,1803,257,683,NA,37.46,-122.15
"18329",500001,7.8647,52,3841,537,1391,540,37.45,-122.14
"18330",500001,6.767,52,2117,353,734,328,37.45,-122.15
"18331",500001,NA,48,2074,297,700,279,37.45,-122.14
"18332",500001,6.1575,NA,NA,91,219,NA,37.45,-122.15
"18333",425000,4.2297,47,NA,NA,1808,1093,37.45,-122.16
"18334",402500,2.1406,19,2207,NA,1304,775,37.45,-122.16
"18335",356000,4.5987,37,2926,874,1363,NA,37.45,-122.16
"18336",405900,4.2972,34,2199,529,1193,NA,37.44,-122.16
"18337",500001,7.2543,52,2063,320,NA,309,37.44,-122.15
"18338",500001,4.9861,52,1400,217,522,227,37.44,-122.15
"18339",500001,6.1655,52,1945,293,708,275,37.44,-122.15
"18340",NA,6.6756,52,3117,468,NA,421,37.44,-122.14
"18341",500001,8.2664,52,NA,308,696,293,37.43,-122.14
"18342",NA,12.5902,52,1327,190,467,189,37.43,-122.14
"18343",500001,NA,52,1383,227,551,249,37.43,-122.14
"18344",476300,5.0203,47,2600,490,1149,465,37.43,-122.15
"18345",404800,3.9243,44,3558,839,NA,832,37.42,-122.15
"18346",378600,NA,18,NA,563,1144,600,37.43,-122.14
"18347",375000,1.9045,20,11709,NA,7604,3589,37.43,-122.15
"18348",NA,11.0492,34,4448,610,2571,581,37.42,-122.16
"18349",500001,NA,15,2577,NA,979,364,37.41,-122.15
"18350",387500,4.0972,24,NA,1142,7174,950,37.43,-122.17
"18351",475000,7.0309,29,NA,103,359,87,37.41,-122.15
"18352",NA,10.7237,NA,NA,117,323,117,37.41,-122.18
"18353",500001,12.0372,27,3385,427,1248,409,37.39,-122.13
"18354",500001,10.7355,37,1446,181,549,190,37.37,-122.12
"18355",500001,13.1867,34,1575,183,NA,180,37.36,-122.11
"18356",500001,11.806,30,2139,260,742,242,37.37,-122.13
"18357",500001,10.4277,26,2859,343,951,336,37.38,-122.14
"18358",500001,9.3586,32,1433,199,498,NA,37.36,-122.1
"18359",500001,8.5294,35,2063,266,676,252,37.36,-122.1
"18360",500001,NA,37,1795,285,791,261,37.35,-122.09
